text,label,cleaned_text,processed_text
"... enthusiastically invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games .",1,enthusiastically invokes the percussion rhythm the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games,enthusiastically invokes percussion rhythm brass soul sense fierce competition helps make great marching bands half fun college football games
"This series should have died long ago , but they keep bringing it back another day as punishment for paying money to see the last James Bond movie .",2,this series should have died long ago but they keep bringing it back another day as punishment for paying money to see the last james bond movie,series died long ago keep bringing back another day punishment paying money see last james bond movie
"This is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be .",1,this is an ungainly movie illfitting with its elbows sticking out where the knees should be,ungainly movie illfitting elbows sticking knees
"The most wondrous love story in years , it is a great film .",1,the most wondrous love story in years it is a great film,wondrous love story years great film
Writer\/director Alexander Payne -LRB- Election -RRB- and his co-writer Jim Taylor brilliantly employ their quirky and fearless ability to look American angst in the eye and end up laughing .,0,writerdirector alexander payne lrb election rrb and his cowriter jim taylor brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing,writerdirector alexander payne lrb election rrb cowriter jim taylor brilliantly employ quirky fearless ability look american angst eye end laughing
Another love story in 2002 's remarkable procession of sweeping pictures that have reinvigorated the romance genre .,1,another love story in s remarkable procession of sweeping pictures that have reinvigorated the romance genre,another love story remarkable procession sweeping pictures reinvigorated romance genre
You Should Pay Nine Bucks for This : Because you can hear about suffering Afghan refugees on the news and still be unaffected .,1,you should pay nine bucks for this because you can hear about suffering afghan refugees on the news and still be unaffected,pay nine bucks hear suffering afghan refugees news still unaffected
"If it were any more of a turkey , it would gobble in Dolby Digital stereo .",1,if it were any more of a turkey it would gobble in dolby digital stereo,turkey would gobble dolby digital stereo
"I like Frank the Pug , though .",1,i like frank the pug though,like frank pug though
Toes the fine line between cheese and earnestness remarkably well ; everything is delivered with such conviction that it 's hard not to be carried away .,0,toes the fine line between cheese and earnestness remarkably well everything is delivered with such conviction that it s hard not to be carried away,toes fine line cheese earnestness remarkably well everything delivered conviction hard carried away
"Very amusing , not the usual route in a thriller , and the performances are odd and pixilated and sometimes both .",1,very amusing not the usual route in a thriller and the performances are odd and pixilated and sometimes both,amusing usual route thriller performances odd pixilated sometimes
The cumulative effect of watching this 65-minute trifle is rather like being trapped while some weird relative trots out the video he took of the family vacation to Stonehenge .,1,the cumulative effect of watching this minute trifle is rather like being trapped while some weird relative trots out the video he took of the family vacation to stonehenge,cumulative effect watching minute trifle rather like trapped weird relative trots video took family vacation stonehenge
`` It 's all about the image . '',1,it s all about the image,image
While the frequent allusions to gurus and doshas will strike some Westerners as verging on mumbo-jumbo ... broad streaks of common sense emerge with unimpeachable clarity .,1,while the frequent allusions to gurus and doshas will strike some westerners as verging on mumbojumbo broad streaks of common sense emerge with unimpeachable clarity,frequent allusions gurus doshas strike westerners verging mumbojumbo broad streaks common sense emerge unimpeachable clarity
