text,label,cleaned_text,processed_text,source
"Once one experiences Mr. Haneke 's own sadistic tendencies toward his audience , one is left with a sour taste in one 's mouth , and little else .",1.0,once one experiences mr haneke s own sadistic tendencies toward his audience one is left with a sour taste in one s mouth and little else,one experiences mr haneke sadistic tendencies toward audience one left sour taste one mouth little else,sst
Simone is not a bad film .,0.0,simone is not a bad film,simone bad film,sst
"-LRB- Davis -RRB- wants to cause his audience an epiphany , yet he refuses to give us real situations and characters .",2.0,lrb davis rrb wants to cause his audience an epiphany yet he refuses to give us real situations and characters,lrb davis rrb wants cause audience epiphany yet refuses give us real situations characters,sst
A hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the Mason-Dixon line .,1.0,a hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the masondixon line,hamfisted romantic comedy makes girl hapless facilitator extended cheap shot across masondixon line,sst
Feels less like a change in -LRB- Herzog 's -RRB- personal policy than a half-hearted fluke .,2.0,feels less like a change in lrb herzog s rrb personal policy than a halfhearted fluke,feels less like change lrb herzog rrb personal policy halfhearted fluke,sst
The problem is that Van Wilder does little that is actually funny with the material .,1.0,the problem is that van wilder does little that is actually funny with the material,problem van wilder little actually funny material,sst
"Feel bad for King , who 's honestly trying , and Schwartzman , who 's shot himself in the foot .",1.0,feel bad for king who s honestly trying and schwartzman who s shot himself in the foot,feel bad king honestly trying schwartzman shot foot,sst
"... enthusiastically invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games .",1.0,enthusiastically invokes the percussion rhythm the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games,enthusiastically invokes percussion rhythm brass soul sense fierce competition helps make great marching bands half fun college football games,sst
"This series should have died long ago , but they keep bringing it back another day as punishment for paying money to see the last James Bond movie .",2.0,this series should have died long ago but they keep bringing it back another day as punishment for paying money to see the last james bond movie,series died long ago keep bringing back another day punishment paying money see last james bond movie,sst
"This is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be .",1.0,this is an ungainly movie illfitting with its elbows sticking out where the knees should be,ungainly movie illfitting elbows sticking knees,sst
"The most wondrous love story in years , it is a great film .",1.0,the most wondrous love story in years it is a great film,wondrous love story years great film,sst
Writer\/director Alexander Payne -LRB- Election -RRB- and his co-writer Jim Taylor brilliantly employ their quirky and fearless ability to look American angst in the eye and end up laughing .,0.0,writerdirector alexander payne lrb election rrb and his cowriter jim taylor brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing,writerdirector alexander payne lrb election rrb cowriter jim taylor brilliantly employ quirky fearless ability look american angst eye end laughing,sst
Another love story in 2002 's remarkable procession of sweeping pictures that have reinvigorated the romance genre .,1.0,another love story in s remarkable procession of sweeping pictures that have reinvigorated the romance genre,another love story remarkable procession sweeping pictures reinvigorated romance genre,sst
You Should Pay Nine Bucks for This : Because you can hear about suffering Afghan refugees on the news and still be unaffected .,1.0,you should pay nine bucks for this because you can hear about suffering afghan refugees on the news and still be unaffected,pay nine bucks hear suffering afghan refugees news still unaffected,sst
"If it were any more of a turkey , it would gobble in Dolby Digital stereo .",1.0,if it were any more of a turkey it would gobble in dolby digital stereo,turkey would gobble dolby digital stereo,sst
"I like Frank the Pug , though .",1.0,i like frank the pug though,like frank pug though,sst
Toes the fine line between cheese and earnestness remarkably well ; everything is delivered with such conviction that it 's hard not to be carried away .,0.0,toes the fine line between cheese and earnestness remarkably well everything is delivered with such conviction that it s hard not to be carried away,toes fine line cheese earnestness remarkably well everything delivered conviction hard carried away,sst
"Very amusing , not the usual route in a thriller , and the performances are odd and pixilated and sometimes both .",1.0,very amusing not the usual route in a thriller and the performances are odd and pixilated and sometimes both,amusing usual route thriller performances odd pixilated sometimes,sst
